Id,SalePrice
1589,102339.970211084
1590,128704.145953018
1591,82828.5545857729
1592,130547.326190245
1593,139892.713874576
1594,157293.563387655
1595,108394.623589105
1596,226945.457986083
1597,198673.838517746
1598,209264.677709383
1599,199934.356512333
1600,181287.722380245
1601,46941.8300701897
1602,128907.344035902
1603,63586.893970108
1604,278124.64369493
1605,236380.404095926
1606,163626.829460511
1607,175694.856583556
1608,212976.258046958
1609,189196.643669124
1610,153388.847304535
1611,142678.816373832
1612,175368.923242604
1613,160630.976341229
1614,138371.483826359
1615,90807.4802327799
1616,67286.3975847055
1617,84400.9399425907
1618,122063.833412847
1619,144559.275653018
1620,175148.157275114
1621,133115.316346238
1622,151146.198240224
1623,264211.241530828
1624,207761.454476615
1625,119247.964579669
1626,180220.868344597
1627,183864.698791451
1628,283668.910910607
1629,186497.963201198
1630,340341.081490869
1631,243672.334655417
1632,250920.469349345
1633,187301.862687768
1634,193289.575158179
1635,180973.55638685
1636,154750.811504133
1637,192739.638680024
1638,190184.819502216
1639,189786.73931921
1640,243946.904378259
1641,186781.415992323
1642,255573.199409127
1643,217856.349444871
1644,233795.043283887
1645,208496.511897733
1646,167946.540340048
1647,169323.330850033
1648,131259.940822365
1649,132945.986541527
1650,119804.719300412
1651,118488.887949484
1652,101746.478657504
1653,104909.494476444
1654,140240.026531412
1655,126885.222455897
1656,137271.255464544
1657,148274.918047633
1658,148895.147370493
1659,118360.521385842
1660,153867.484983637
1661,391748.167345663
1662,379948.141253964
1663,358719.03880871
1664,435570.832330252
1665,318684.112008388
1666,325772.47219735
1667,348188.952008665
1668,343854.028177817
1669,326584.965249599
1670,345127.543773628
1671,267442.004489362
1672,386726.71674005
1673,298300.216122401
1674,259056.751452262
1675,208181.970569655
1676,211533.167315863
1677,223176.883504792
1678,427913.297984002
1679,380155.598797629
1680,328839.222856627
1681,275562.16368603
1682,328550.952089414
1683,204458.917522662
1684,175631.912034939
1685,180201.908977224
1686,170979.787821209
1687,180384.675809802
1688,193073.850808412
1689,200343.226357346
1690,202016.078237478
1691,194325.715571486
1692,265527.023604414
1693,178848.714766156
1694,187408.85494233
1695,169602.263151304
1696,260145.609684493
1697,178796.539397712
1698,342655.369433543
1699,328066.332113518
1700,278284.311579886
1701,296089.645839271
1702,232169.178032006
1703,232130.192676814
1704,263427.108490511
1705,257022.219822019
1706,376308.197998387
1707,228364.21792043
1708,204088.969605889
1709,247629.293866898
1710,222656.732953419
1711,271138.854184374
1712,253543.059229768
1713,269592.94085147
1714,222212.842802594
1715,213289.742668856
1716,173331.033458943
1717,179177.896192714
1718,134397.25177835
1719,223332.600377087
1720,243971.860543868
1721,153738.913760899
1722,108459.551817105
1723,144631.705752538
1724,210241.037452716
1725,234966.608778216
1726,188874.701435648
1727,141863.292249149
1728,171234.210878092
1729,170582.051173907
1730,177937.240274241
1731,129971.05202824
1732,123412.529900596
1733,112041.263870234
1734,120525.98713652
1735,119868.719329712
1736,99601.6245544225
1737,294062.589481341
1738,276138.081045169
1739,250114.037117201
1740,202913.214643881
1741,177177.509751532
1742,175641.296691067
1743,179653.994376162
1744,315460.891751895
1745,215478.46539094
1746,215845.887674457
1747,221151.333858141
1748,216578.259841275
1749,145950.606122524
1750,132672.248489307
1751,240421.882280612
1752,114418.883881993
1753,156991.209577085
1754,207074.599801914
1755,165093.319593711
1756,135883.263305082
1757,117625.270190042
1758,148837.215738026
1759,168836.860464583
1760,161991.532675838
1761,154796.019223442
1762,184438.897716668
1763,196037.884069779
1764,114210.968775508
1765,171590.370113732
1766,191500.681968391
1767,217703.358350299
1768,141665.535530614
1769,173749.759708086
1770,161594.5463354
1771,116242.449353287
1772,134373.415628584
1773,119788.851959682
1774,144185.513450021
1775,149788.602902596
1776,138872.647573635
1777,112053.544932024
1778,148950.339088652
1779,129418.370691288
1780,180635.950967012
1781,128137.185102104
1782,68093.611269999
1783,140209.0132921
1784,100973.087361704
1785,131755.544896853
1786,143040.732747577
1787,166106.990232298
1788,42606.4427713632
1789,101972.781616818
1790,55201.0600342379
1791,195491.812259771
1792,164238.506429104
1793,133955.16566807
1794,178246.565410026
1795,133294.747643076
1796,156763.31045616
1797,133883.06754017
1798,114081.443074008
1799,105531.50920832
1800,117295.116923593
1801,117949.993064312
1802,147460.141032213
1803,161556.775339593
1804,130940.192379533
1805,142558.607322938
1806,129765.407305617
1807,163362.760249802
1808,124996.421080758
1809,126552.597427413
1810,145736.237520667
1811,92551.9872341465
1812,107516.838210874
1813,124980.469337363
1814,92095.0528606478
1815,42178.6803173175
1816,104984.945362539
1817,115370.316200123
1818,171490.962238084
1819,145804.492771315
1820,57962.9392461949
1821,119838.64630674
1822,153192.894274968
1823,47836.8024693124
1824,142150.93437065
1825,140462.597355692
1826,105926.206720512
1827,104843.976627862
1828,146884.882895573
1829,159684.682566551
1830,149896.256295002
1831,162220.156947099
1832,40489.4726465497
1833,156648.100441055
1834,116823.61301146
1835,94171.2972619548
1836,132706.196969775
1837,74822.0160249261
1838,112963.144844662
1839,112641.021521228
1840,156625.721373285
1841,132564.906006074
1842,89624.2377515237
1843,130529.571606374
1844,161900.703223832
1845,145003.34709664
1846,150484.387527403
1847,168474.499239563
1848,40591.2603682292
1849,122144.904049188
1850,114698.384309198
1851,140774.023993391
1852,117757.650447563
1853,114121.008862241
1854,156150.231306832
1855,148844.98965791
1856,218623.789819818
1857,135135.495912572
1858,149820.189605188
1859,122745.415121546
1860,131777.83069295
1861,121747.669721057
1862,306082.511247271
1863,293327.727788824
1864,293343.566251819
1865,337002.991858944
1866,324478.908643011
1867,219905.237202951
1868,273486.865894432
1869,207412.950001721
1870,219940.523095003
1871,270217.230634558
1872,176958.476319847
1873,234933.635957149
1874,142712.352794272
1875,191537.406512755
1876,196810.316451671
1877,202751.695075407
1878,205711.30937312
1879,130502.385463212
1880,137426.077603488
1881,231904.931321017
1882,235883.306954853
1883,185362.72922921
1884,198654.891364955
1885,226815.412275804
1886,287946.172050404
1887,215480.697970876
1888,250678.767718977
1889,170539.123811898
1890,105823.49599433
1891,129738.440788704
1892,89747.7578887815
1893,123487.326409279
1894,112516.784202307
1895,130384.26536598
1896,122533.789297126
1897,112046.921023553
1898,108402.250778827
1899,175412.014374137
1900,174814.22655789
1901,182938.398273442
1902,161802.61783757
1903,234026.750773695
1904,145752.100176489
1905,207840.206083169
1906,167022.831522835
1907,213564.313870899
1908,115906.887461039
1909,142231.096201997
1910,121074.17281229
1911,227512.12531235
1912,294839.594825981
1913,164592.95648609
1914,68634.3090448536
1915,318677.411999726
1916,30258.7505159859
1917,236012.058298497
1918,136976.019615927
1919,166458.26117572
1920,164432.66682106
1921,341417.685897378
1922,314805.648755812
1923,232142.341892067
1924,215984.721107781
1925,207759.695422933
1926,344547.054426
1927,123906.598710515
1928,167374.306379717
1929,111169.347156597
1930,128875.575122066
1931,134529.457902927
1932,135248.64521778
1933,193300.085215714
1934,182866.961375015
1935,172245.949270676
1936,208134.183754695
1937,188241.234624704
1938,176899.980665761
1939,265384.858680687
1940,219763.424812355
1941,169376.495080789
1942,171486.210348014
1943,258462.080548233
1944,382833.152557576
1945,392909.320011715
1946,124847.228871622
1947,325721.742321671
1948,173082.81917758
1949,244429.271159668
1950,199419.577049294
1951,251207.74511317
1952,209809.528273826
1953,172986.636192326
1954,192413.744088122
1955,135102.249349086
1956,281483.730962487
1957,163282.94639782
1958,255398.252832883
1959,140751.096793513
1960,99876.5260438285
1961,123509.877436078
1962,96556.5771836608
1963,107623.331551398
1964,103903.756298057
1965,133597.013826902
1966,136847.191362228
1967,310286.723351549
1968,398035.05515833
1969,377575.540476853
1970,403541.305387039
1971,426111.792520885
1972,364611.185882515
1973,295343.614382302
1974,344588.920274341
1975,439375.482522377
1976,286869.213510387
1977,349798.049865808
1978,351594.73524416
1979,319027.70407576
1980,185782.158534961
1981,334637.646532931
1982,233297.1324176
1983,224048.062218675
1984,196433.106928441
1985,229068.039074839
1986,204568.338773051
1987,216854.811969639
1988,175519.91814623
1989,197297.779462699
1990,211021.579609749
1991,240359.731895078
1992,222637.68952324
1993,171417.143258789
1994,227544.838740365
1995,186492.166726499
1996,286535.184514132
1997,341815.092463587
1998,311206.360053534
1999,313766.459312543
2000,327197.904555347
2001,302105.80858347
2002,249614.350044242
2003,251755.586468478
2004,283612.881857599
2005,235195.934552821
2006,230243.765284759
2007,245703.886184063
2008,224567.383849734
2009,200483.357564322
2010,190715.598529646
2011,131622.725402223
2012,177921.042147633
2013,176783.988336687
2014,185876.886116137
2015,215094.694161486
2016,191251.223484122
2017,199379.367422915
2018,104738.865719418
2019,126365.231996206
2020,80427.7327684066
2021,100997.880370781
2022,198459.717211043
2023,139727.513725159
2024,304479.882226105
2025,363782.803256068
2026,176968.752671696
2027,160922.27242409
2028,163440.812766067
2029,168754.664810962
2030,260122.50935052
2031,233241.310905808
2032,259964.484928577
2033,251574.809392967
2034,175827.076424639
2035,228597.015150085
2036,203637.171942646
2037,208614.347712307
2038,292663.168713668
2039,235073.61125865
2040,310836.677033593
2041,281035.677250424
2042,213143.138663911
2043,176171.566096783
2044,184105.487947584
2045,208984.050294162
2046,135819.751726222
2047,135788.90598645
2048,151143.263158876
2049,139640.114787183
2050,172033.628678946
2051,115801.264120171
2052,129924.467864074
2053,143211.538805953
2054,80231.988899213
2055,160748.465083122
2056,149524.296172563
2057,106799.494282079
2058,207294.381642353
2059,131940.751681714
2060,172971.200499141
2061,173019.749825977
2062,121352.52896867
2063,114229.072100614
2064,132050.986816983
2065,121382.88478867
2066,178514.270149101
2067,132623.995414968
2068,145731.749509821
2069,86742.6973789126
2070,109135.000403868
2071,88532.9653689803
2072,148866.818269901
2073,129832.140346822
2074,178323.967685003
2075,171075.589291044
2076,131475.531084557
2077,134900.76013328
2078,113627.764061338
2079,142920.666044178
2080,111210.921798216
2081,129408.633773008
2082,118298.979781342
2083,159139.132623898
2084,103497.623457375
2085,105207.799578136
2086,127639.80513695
2087,125603.147273089
2088,101337.774680781
2089,75589.7189308897
2090,125557.936936586
2091,89239.0734244968
2092,131257.078931269
2093,143712.365697144
2094,124769.571839589
2095,152130.654343274
2096,83131.2086658207
2097,102803.463531534
2098,150641.589621165
2099,33836.7550643177
2100,66704.9823981672
2101,118030.858918585
2102,137622.923543853
2103,95041.170705166
2104,150885.279110606
2105,138991.897473878
2106,45611.4832394201
2107,206820.904332121
2108,122556.516648699
2109,103461.434709345
2110,127757.062922096
2111,142203.808810766
2112,145053.401815087
2113,115980.141808263
2114,121999.471364787
2115,163962.225199333
2116,122315.892463052
2117,158927.427953391
2118,132659.099566848
2119,115131.786737753
2120,112365.655832012
2121,77743.478512633
2122,108447.970379112
2123,97353.8246506331
2124,186642.199289623
2125,140837.068867571
2126,156719.243650402
2127,185108.389549199
2128,134437.243542629
2129,83428.820477777
2130,137783.240182181
2131,150320.193828155
2132,121635.26160773
2133,130549.78686106
2134,132283.357030466
2135,106113.063783695
2136,57026.0653159643
2137,106214.402276964
2138,122097.019709254
2139,151134.605993754
2140,139197.80624636
2141,181694.575858783
2142,125481.341312332
2143,144330.04580559
2144,94985.6955403982
2145,133669.484453488
2146,187766.974253017
2147,137017.724345835
2148,146991.249260781
2149,146009.903323094
2150,245227.452123874
2151,117498.922565845
2152,189242.364846562
2153,176895.640762107
2154,99872.931331996
2155,142676.762485045
2156,229652.629567773
2157,222105.587407722
2158,240930.22829386
2159,211734.579502663
2160,194234.561984483
2161,228848.871105189
2162,347403.269333877
2163,319383.153188288
2164,252819.84321267
2165,217391.554038697
2166,154645.321701536
2167,223216.620361791
2168,178475.616690162
2169,196744.600615938
2170,211784.022469937
2171,156486.383751613
2172,143352.157361147
2173,184788.982587956
2174,215539.311626853
2175,273331.008890348
2176,307747.78841106
2177,240039.297950768
2178,211432.527552828
2179,136391.652501959
2180,228564.257828947
2181,198577.896813853
2182,215866.641021913
2183,194700.583158287
2184,121883.56138158
2185,126893.031974717
2186,140178.345740288
2187,156653.109415382
2188,162799.202386308
2189,307535.623184979
2190,71818.0388552145
2191,69994.4691062756
2192,70801.5093048622
2193,117150.412499718
2194,101290.877144837
2195,82572.2496880839
2196,98470.0154696064
2197,107698.117164706
2198,166121.566987805
2199,191185.217824503
2200,159702.008444178
2201,163099.967657795
2202,223455.598908481
2203,156782.207545824
2204,182195.839525682
2205,124429.574103273
2206,153821.426020387
2207,214421.094246071
2208,251688.049790433
2209,226212.168697695
2210,128087.926878069
2211,130849.13363308
2212,128639.493199592
2213,103152.194339469
2214,140383.848277016
2215,100957.333436403
2216,154413.803057446
2217,59761.6689919803
2218,94301.1611337992
2219,89833.4926089986
2220,43700.7890281918
2221,318482.418230621
2222,296024.347414859
2223,279139.110210328
2224,210469.099554316
2225,139759.868884325
2226,175843.985726137
2227,196029.405445462
2228,280357.581838814
2229,242848.667719366
2230,147540.838688287
2231,213446.60885008
2232,179808.34913323
2233,183802.565233902
2234,247266.295564307
2235,228100.072073204
2236,241765.728409681
2237,285576.383993027
2238,210273.937134266
2239,98498.8227412334
2240,156463.602585952
2241,134402.682059836
2242,115754.147674177
2243,124877.050656986
2244,95274.7893379568
2245,111109.535626639
2246,137852.848575745
2247,131365.378223593
2248,125777.104937201
2249,118053.322087847
2250,128081.502589793
2251,110749.905381907
2252,184501.651678541
2253,157571.371109466
2254,185230.224011223
2255,191895.523436453
2256,181748.787793575
2257,210390.964193248
2258,158028.271620543
2259,181012.972289877
2260,139611.398113401
2261,245895.986409956
2262,248852.698996041
2263,378103.74595242
2264,412611.913464278
2265,162597.494513242
2266,327394.74901448
2267,360644.235803312
2268,412904.033264608
2269,167220.861508942
2270,191073.28951192
2271,206707.636959219
2272,204783.064679336
2273,154764.329657772
2274,180231.652286696
2275,155026.384442644
2276,197322.517062394
2277,183031.939957859
2278,154266.806754058
2279,132313.069528909
2280,108059.873161791
2281,157385.973816589
2282,169554.719736012
2283,109811.549428165
2284,121414.005161574
2285,136132.422155351
2286,123163.677343513
2287,375925.378278027
2288,298305.554228684
2289,345660.478884428
2290,414158.544049114
2291,355361.837270398
2292,404274.724855755
2293,425165.866502393
2294,393829.637288031
2295,428470.989481898
2296,278261.349695974
2297,374319.182685027
2298,358292.142768147
2299,347807.791691659
2300,329526.134445792
2301,342704.981440909
2302,267456.331800925
2303,265669.887552557
2304,269545.135233392
2305,214107.984386147
2306,201752.585050918
2307,214652.038130096
2308,234671.909848786
2309,297526.591464675
2310,237251.111415176
2311,223517.442850067
2312,184487.041492311
2313,168692.895662526
2314,180663.200984386
2315,187608.508122359
2316,214869.028561858
2317,189403.469618548
2318,186446.470406996
2319,192105.280507578
2320,189384.910874879
2321,242819.653995184
2322,199837.25077193
2323,209571.168968978
2324,189039.894817387
2325,214964.012042431
2326,177515.707935885
2327,203572.716779876
2328,223065.721490941
2329,192703.739883273
2330,182440.199754838
2331,337794.127946046
2332,400876.338251007
2333,330546.045279497
2334,287379.580121623
2335,312212.413057851
2336,317005.418647163
2337,201185.575563124
2338,252658.940788133
2339,233887.180714328
2340,359894.890550739
2341,212132.672448415
2342,237789.616924364
2343,228044.608682906
2344,226970.09249509
2345,233676.16789726
2346,224536.984811281
2347,205118.537823529
2348,251940.437197217
2349,191684.909051122
2350,317359.076863851
2351,262475.049374611
2352,244135.42655986
2353,243021.422203572
2354,148144.477243596
2355,145395.053260964
2356,141452.560145407
2357,186737.673722143
2358,196041.875501266
2359,123747.616743696
2360,119197.741368594
2361,147529.677608136
2362,257223.079290538
2363,158997.278650197
2364,165079.278485922
2365,210781.731867634
2366,199583.671279768
2367,223270.049169332
2368,219849.377928755
2369,215872.94954533
2370,170105.976473459
2371,164658.550199325
2372,192257.634192039
2373,284036.370281811
2374,297466.883103381
2375,236702.037878856
2376,275362.952156202
2377,311170.198471534
2378,143207.464684496
2379,209536.501174223
2380,138166.564224561
2381,164580.28421168
2382,212914.755474748
2383,192383.903867774
2384,233070.998920937
2385,170011.643005566
2386,133820.139504294
2387,128991.92291695
2388,119172.391979114
2389,122167.865858159
2390,158400.449508946
2391,145481.293288617
2392,112476.285524192
2393,174634.224219675
2394,159572.416230883
2395,208831.849342026
2396,146046.55143562
2397,207280.150945835
2398,132400.387502553
2399,66460.8486404236
2400,61015.6144388471
2401,117803.753448987
2402,141328.823901305
2403,143197.731426582
2404,153506.297996787
2405,158357.055421234
2406,138998.147532919
2407,134902.843420607
2408,148990.611678505
2409,118684.049029943
2410,177338.914694568
2411,114866.80137207
2412,154278.012659668
2413,127080.493987121
2414,164045.367665352
2415,131080.114790161
2416,138134.72427944
2417,134872.481680002
2418,130772.416752038
2419,129508.089273454
2420,122707.82965412
2421,138853.835836769
2422,99091.3162792891
2423,121243.379351186
2424,156846.770212832
2425,211630.065195622
2426,132742.720212821
2427,125330.767040077
2428,187168.519453506
2429,110658.657569503
2430,136987.80601272
2431,107148.756663743
2432,139813.373197907
2433,140216.575002357
2434,129663.641049454
2435,148508.885384477
2436,100402.924684471
2437,97317.3556621066
2438,111821.464555649
2439,97903.9668593737
2440,132225.93822724
2441,103950.982744291
2442,98222.7270398405
2443,132487.17304604
2444,125229.260480613
2445,88334.2556924041
2446,131385.580314328
2447,196867.845832028
2448,143597.959692097
2449,119110.084907707
2450,157588.937148907
2451,118425.51609557
2452,201933.253284226
2453,97631.1978806828
2454,112314.57192792
2455,123916.651990122
2456,136019.49837978
2457,138008.757799924
2458,140899.167874836
2459,108683.594242384
2460,156325.736089358
2461,137769.29893923
2462,136595.952819356
2463,135268.029734166
2464,179390.884761615
2465,136855.499628989
2466,114208.900328374
2467,141926.05195538
2468,86854.2193293775
2469,81820.8523015921
2470,201675.361525234
2471,215141.01571309
2472,174382.433371413
2473,119131.154709523
2474,68032.9285298309
2475,210668.637981214
2476,109085.881157071
2477,105443.582312804
2478,142089.338834848
2479,102922.011910228
2480,171532.738734067
2481,125507.42054843
2482,102659.108233006
2483,110120.16919882
2484,131112.636227855
2485,120105.958904953
2486,137501.031705823
2487,185536.772324435
2488,170754.902429683
2489,155864.761552116
2490,138344.666328084
2491,108309.759056773
2492,188864.513197124
2493,155004.311068787
2494,146359.199017486
2495,70284.5824992713
2496,223134.314778269
2497,149104.145164763
2498,106126.890488485
2499,80804.2042544039
2500,109293.587705116
2501,137081.718728367
2502,143934.073845605
2503,99908.3410628498
2504,163068.828984831
2505,218714.003805603
2506,246930.230766021
2507,269813.023801062
2508,245297.532352972
2509,218928.036846117
2510,213270.05574853
2511,176168.992723342
2512,219098.870558931
2513,220672.685888036
2514,245012.738781922
2515,150095.854291346
2516,175314.405756188
2517,148036.050341306
2518,150011.162600751
2519,253042.648858994
2520,226582.599688313
2521,187193.243672858
2522,218892.789374536
2523,111500.776880611
2524,137863.526424595
2525,135632.506804136
2526,144314.591827851
2527,126445.268239779
2528,145880.117576685
2529,152419.932103808
2530,129768.872280873
2531,257817.186587022
2532,218967.248604256
2533,196437.15336085
2534,245885.713438039
2535,267141.140017108
2536,202818.131497471
2537,256915.649707136
2538,190695.25765914
2539,188773.754348239
2540,187267.908812875
2541,182401.041498694
2542,165314.073146742
2543,117033.411962447
2544,108779.029717336
2545,136476.283351151
2546,123599.773118651
2547,146468.047437998
2548,172555.059723944
2549,150252.035400604
2550,549382.889219024
2551,139844.757359375
2552,131831.234784454
2553,71294.760612786
2554,87491.3324419842
2555,108915.82949869
2556,82367.5705708365
2557,98576.9488516954
2558,178554.345771012
2559,154507.473620011
2560,173558.476409012
2561,167540.767231087
2562,159416.923866273
2563,161971.666072076
2564,210625.344914725
2565,167088.777733637
2566,161462.595390549
2567,140221.374028774
2568,209017.213931844
2569,219087.680481283
2570,120799.526488347
2571,188849.650794619
2572,176442.045132694
2573,219954.562156361
2574,282396.269680295
2575,140032.762508779
2576,132034.65012798
2577,134774.027389219
2578,83678.805958027
2579,37883.9226285371
2580,107615.677324423
2581,128928.94411162
2582,135539.232359068
2583,281208.482913229
2584,166320.244017828
2585,182398.788864382
2586,209442.197242879
2587,202919.336354334
2588,138953.150604357
2589,143867.516494012
2590,200995.537053817
2591,231794.708601379
2592,215413.776622364
2593,260526.341630475
2594,189151.859677317
2595,222908.519707801
2596,271867.578413362
2597,197120.742259955
2598,283303.385298715
2599,333479.50089455
2600,165554.100842298
2601,133394.485329668
2602,71723.0285001499
2603,79506.5127511437
2604,81514.9301492136
2605,66918.2470702362
2606,132824.973553666
2607,222235.341132378
2608,195326.939043273
2609,165779.470433832
2610,104698.46340229
2611,125544.930977199
2612,156236.704538948
2613,124898.299849232
2614,114471.060702516
2615,164154.876539918
2616,155429.935447884
2617,191747.000656296
2618,220902.843947118
2619,209656.792191896
2620,194755.725363956
2621,181096.257944076
2622,185946.988843062
2623,230729.725932025
2624,289267.740123289
2625,281818.622918498
2626,175284.266882608
2627,198475.246207648
2628,454391.66429951
2629,470080.602493565
2630,393459.007724076
2631,428277.21075282
2632,405158.662445566
2633,319614.681161787
2634,403589.327131451
2635,144063.86062864
2636,183237.680141021
2637,207829.479003969
2638,257723.045783047
2639,185647.239446489
2640,158493.104338335
2641,104760.570058381
2642,171821.242305871
2643,109446.870829136
2644,114387.209947327
2645,107954.653321106
2646,93948.6785435686
2647,106934.443727079
2648,134015.441774695
2649,157724.98423162
2650,130498.62297397
2651,134312.154557756
2652,381557.379906259
2653,264071.40313045
2654,277345.367626391
2655,388711.256049817
2656,338337.681913256
2657,348930.98368432
2658,331091.519610296
2659,346561.155326454
2660,368935.058518478
2661,353853.930332839
2662,367827.792675813
2663,289437.272570015
2664,294287.547604322
2665,347817.00326621
2666,291101.035011189
2667,180663.025030906
2668,187889.537056716
2669,188714.679813187
2670,269607.178835848
2671,196107.011450188
2672,199124.981781904
2673,191570.330571179
2674,193349.805294953
2675,197577.321265219
2676,196825.057223503
2677,197664.877640826
2678,242341.475567336
2679,295845.946627739
2680,308975.148659851
2681,400292.073694051
2682,324765.155077428
2683,472354.753263347
2684,346851.538525713
2685,335948.154071756
2686,243045.607488576
2687,286963.894729243
2688,218204.583880513
2689,221224.652115752
2690,357533.912155482
2691,192409.163768285
2692,152188.87981938
2693,200409.137321022
2694,134125.652102476
2695,193521.441863846
2696,182457.699060428
2697,180061.662332671
2698,203742.450276075
2699,161661.855362037
2700,145682.936257958
2701,140088.971512832
2702,110916.911746055
2703,139563.491481009
2704,143975.407464079
2705,113597.052338318
2706,94746.1257655807
2707,118590.98914064
2708,131905.327570171
2709,112952.923135989
2710,129545.810175456
2711,277306.612094816
2712,393959.964581172
2713,162697.934644689
2714,150056.00870237
2715,168042.775853349
2716,139463.691485733
2717,195327.171045341
2718,216299.353504567
2719,132865.45762362
2720,185804.671075091
2721,122617.461348241
2722,159070.329117823
2723,149223.882281884
2724,124499.877261597
2725,126777.91221466
2726,130726.92523641
2727,153427.496058022
2728,189719.622174204
2729,145929.875356829
2730,144302.088349101
2731,134493.931581205
2732,125741.015182603
2733,160974.782849879
2734,135955.562096667
2735,129658.165859176
2736,133784.99445494
2737,114591.593597268
2738,132151.752869455
2739,151329.755913416
2740,137507.371575171
2741,133658.830011734
2742,156941.299323957
2743,146954.946401355
2744,161729.940792291
2745,147413.32187255
2746,131597.099848463
2747,162374.528186871
2748,112306.583913267
2749,135486.472254575
2750,116652.093573723
2751,132208.963374938
2752,208616.036884833
2753,153414.10920815
2754,214742.881598104
2755,140223.51621949
2756,74963.9097530365
2757,70221.5011516837
2758,87568.3220061637
2759,163392.892045093
2760,128449.577930781
2761,136823.670021336
2762,138254.219075508
2763,189583.539258058
2764,173549.093202872
2765,289059.528798619
2766,117254.685759865
2767,74451.8145627308
2768,112498.875795336
2769,128283.777370847
2770,150865.706535546
2771,102014.663323821
2772,96365.3350497608
2773,174136.495217788
2774,141745.468131716
2775,126265.914629457
2776,149588.596792132
2777,155788.009426385
2778,123023.502811894
2779,125715.360625358
2780,102751.115238018
2781,88819.4068963657
2782,84553.6578062379
2783,95902.9838840785
2784,119791.313016877
2785,132780.791422794
2786,59194.1371095614
2787,130279.499114027
2788,62896.7005342294
2789,179250.668628091
2790,96932.5220860848
2791,113302.71751516
2792,68164.6947819334
2793,158853.931024532
2794,95574.2492023421
2795,123309.334226538
2796,96243.8362277455
2797,175552.243211436
2798,129359.472177761
2799,111567.672475615
2800,72883.596777965
2801,111506.705492799
2802,124634.004760976
2803,147003.754621011
2804,137525.082394383
2805,107420.677895405
2806,82828.2904025179
2807,169169.677508752
2808,155463.400531385
2809,129659.071098975
2810,128710.012647069
2811,168319.417682779
2812,189872.961599468
2813,152640.099113674
2814,154274.128985173
2815,94290.1600047257
2816,215707.449736435
2817,154641.132826774
2818,118011.565203798
2819,175920.796545493
2820,128230.516921465
2821,99677.0853551187
2822,191543.952917965
2823,284194.766230819
2824,167587.27564158
2825,156870.011524009
2826,124476.270338841
2827,132858.600493788
2828,234504.686273121
2829,214028.955895076
2830,226095.106395845
2831,188909.168850229
2832,232627.900375462
2833,316711.677846976
2834,235366.20830209
2835,234970.47153237
2836,190867.598710434
2837,163753.475054016
2838,137105.646968848
2839,163819.375812122
2840,204469.56302071
2841,201467.059037985
2842,224091.527715504
2843,156537.924618094
2844,181375.369071646
2845,118405.59257586
2846,205673.143667312
2847,216674.07311536
2848,213731.418675315
